score,run,niche,niche_source,niche_confidence,company,domain,segment,revenue_eur,employees,y_tunnus,google_ads,conv_tracking,meta_pixel,quality_issues,issue_flags,platform,email,phone,city,google_verified_live,google_advertiser_name,ads_status,advertiser_reconciliation,advertiser_match_score
37,resultsd,accounting,keywords,0.5,Isännöinti Lahti | Vastuullinen isännöitsijä | Tammentalot,tammentalot.fi,B_ads_no_conv_tracking,,,,True,False,False,0,,wordpress,,,,True,Isännöintikeskus Tammen Oy,ADVERTISER_MISMATCH,mismatch,0.51
37,resultsd,,none,0.0,Maanrakennus- ja kaivinkonepalvelut luotettavasti ja ammatti,torttilaoy.fi,B_ads_no_conv_tracking,,,,True,False,False,0,,,,,,True,Torttila Oy,ADVERTISER_MISMATCH,mismatch,0.12
36,resultsd,cleaning,keywords,0.5,Kotisiivous pääkaupunkiseudulla – Clean Spot Oy,cleanspot.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Cleanspot Oy,LIVE_CONFIRMED,match,0.95
36,resultsd,,none,0.0,Suomen Alitustekniikka Oy &#8211; Kaivamattoman tekniikan am,alitustekniikka.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Fonecta Oy,LIVE_CONFIRMED,likely_agency,0.04
36,resultsd,real_estate,schema_org,0.95,"Vuokravälitys, hallinnointi &amp; isännöinti | Asuntopehtoor",asuntopehtoori.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Asuntopehtoori,LIVE_CONFIRMED,match,0.96
36,resultsd,cleaning,keywords,0.5,"Siivouspalvelu pääkaupunkiseudulla | Isojoo | alkaen 32,37 €",isojoo.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,,,,,True,Vertigo Nordic Oy,ADVERTISER_MISMATCH,mismatch,0.21
36,resultsd,cleaning,keywords,0.5,Duo Siivouspalvelut – Luotettavat ja paikalliset siivouspalv,duosiivouspalvelut.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Iasy Oy,ADVERTISER_MISMATCH,mismatch,0.10
36,resultsd,cleaning,keywords,0.5,GreenVibe – Ekologista ja luotettavaa siivouspalvelua,greenvibe.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,GreenVibe Palvelut Oy,LIVE_CONFIRMED,match,0.90
36,resultsd,plumbing,keywords,0.5,LVI-Sasto hallitsee talotekniikan ratkaisut -LVI-suunnittelu,lvi-sasto.com,C_ads_ok_site,,,,True,True,False,1,no_h1,wordpress,,,,True,Lvi-Sasto Oy,LIVE_CONFIRMED,match,0.90
36,resultsd,,none,0.0,Lännen Isännöintipalvelu - laadukasta ja luotettavaa isännöi,lipalvelu.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Lännen Isännöintipalvelu Oy,LIVE_CONFIRMED,match,1.00
36,resultsd,restaurant,keywords,0.5,Isännöinti Helsinki | Is&auml;nn&ouml;itsij&auml;toimisto Fa,fallenius.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Fluxio Isännöinti Oy,LIVE_CONFIRMED,match,0.72
36,resultsd,hvac,keywords,0.5,Marnela - jo vuodesta 1968,marnela.com,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Safety at Sea Finland Marnela Oy Ltd,LIVE_CONFIRMED,match,0.90
36,resultsd,accounting,keywords,0.5,Isännöinti Oulu &amp; Helsinki | Taloyhtiöiden luottokumppan,oit.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,OIT Isännöinti Oy,ADVERTISER_MISMATCH,mismatch,0.63
36,resultsd,cleaning,keywords,0.5,Pikkuapu – Joskus sitä tarvitsee,pikkuapu.fi,C_ads_ok_site,,,,True,True,False,1,stale_copyright,,,,,True,Madleena Anne Marina Konttinen,ADVERTISER_MISMATCH,mismatch,0.24
36,resultsd,restaurant,keywords,0.5,Paloturvallisuuden asiantuntija | Paloturvasuunnittelu Block,paloturvasuunnittelu.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Medialuotsi OY,LIVE_CONFIRMED,likely_agency,0.32
36,resultsd,,none,0.0,Pienkonehuolto | Pienkone | Heinola,pienkonehuoltosiekkinen.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,,,,,True,Pienkonehuolto Siekkinen Oy,LIVE_CONFIRMED,match,0.90
36,resultsd,plumbing,keywords,0.5,Insinööritoimisto Putkimaailma Oy | LVI-suunnittelu ja -sane,putkimaailma.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Yksityishenkilö Jussi,ADVERTISER_MISMATCH,mismatch,0.37
36,resultsd,accounting,keywords,0.5,Etusivu - REIM Isännöinti,reim.fi,C_ads_ok_site,,,,True,True,False,1,no_meta_description,wordpress,,,,True,REIM Pääkaupunkiseutu Oy,ADVERTISER_MISMATCH,mismatch,0.51
36,resultsd,cleaning,keywords,0.5,Siivouspalvelu Tampere - Safai,safai.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,nextjs,,,,True,Deepesh Kalura,ADVERTISER_MISMATCH,mismatch,0.32
36,resultsd,cleaning,keywords,0.5,Kotisiivous Espoo - Siivous Eliitti,siivouseliitti.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,Huolto Eliitti Oy,ADVERTISER_MISMATCH,mismatch,0.62
36,resultsd,cleaning,keywords,0.5,Tilaasiivous.com &#8211; Tilaasiivous.com,tilaasiivous.com,C_ads_ok_site,,,,True,True,False,1,no_h1,wordpress,,,,True,Ardit Azemi,ADVERTISER_MISMATCH,mismatch,0.09
36,resultsd,cleaning,keywords,0.5,Yritys- ja taloyhtiösiivouksiin erikoistunut Tupla-Luuta Oy,tuplaluuta.fi,C_ads_ok_site,,,,True,True,False,1,no_h1,wordpress,,,,True,Design Inspis Oy,ADVERTISER_MISMATCH,mismatch,0.12
36,resultsd,cleaning,keywords,0.5,Etusivu - Trinomi Siivouspalvelut,trinomi.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,,,,,True,Siivouspalvelu Trinomi Oy,LIVE_CONFIRMED,match,0.98
36,resultsd,cleaning,keywords,0.5,TEN-yhtiö Oy - Siivouspalvelut kotiin Lahdessa ja lähikunnis,tenyhtio.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,TEN-yhtiö Oy,LIVE_CONFIRMED,match,1.00
36,resultsd,hvac,schema_org,0.95,V-S Energiatalo Oy - Ilmanvaihdon ammattilainen Turun alueel,vsenergiatalo.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,wordpress,,,,True,VS-Energiatalo Oy,LIVE_CONFIRMED,match,0.90
36,resultsd,cleaning,keywords,0.5,"Yrityssiivous Helsinki, Espoo, Vantaa - toimistosiivous - Si",yrityssiivoushelsinki.fi,C_ads_ok_site,,,,True,True,False,1,slow_response,,,,,True,Kari Toivonen,ADVERTISER_MISMATCH,mismatch,0.36
30,resultsd,cleaning,keywords,0.5,"CLEANii koti- ja siivouspalvelu - Vantaa, Helsinki, Espoo",cleanii.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Medialuotsi OY,LIVE_CONFIRMED,likely_agency,0.25
30,resultsd,electrical,keywords,0.5,"Alti-Systems - Vaativa kylmä­tekniikka, jäähdytys ja lämmity",alti-systems.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Alti-Systems Oy,LIVE_CONFIRMED,match,1.00
30,resultsd,,none,0.0,JM Laatuisännöinti Oy &#8211; Laatua kiinteistönne parhaaksi,jmlaatuisannointi.fi,A_ads_weak_site,,,,False,False,True,3,"no_meta_description,no_h1,slow_response",wordpress,,,,True,JM Laatuisannointi Oy,ADVERTISER_MISMATCH,mismatch,0.42
30,resultsd,hvac,keywords,0.65,Lapin LVI-asennus,lapinlviasennus.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Lapin LVI-asennu Oy,LIVE_CONFIRMED,match,0.97
30,resultsd,laundry,keywords,0.5,Maanrakennustyöt Mikkeli | Vuosikymmenten kokemuksella,maanrakennuspajunen.fi,C_ads_ok_site,,,,True,True,False,0,,,,,,True,Maanrakennus Pajunen avoin yhtiö,ADVERTISER_MISMATCH,mismatch,0.51
30,resultsd,hvac,keywords,0.65,LVI-suunnittelu I LVI-suunnitelmat yli 60 vuoden kokemuksell,lvisuunnittelucenter.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Sähkömatti Oy,ADVERTISER_MISMATCH,mismatch,0.14
30,resultsd,cleaning,keywords,0.5,Laadukkaita siivouspalveluita Pirkanmaalla - Näsin Siivous,nasinsiivous.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,advert.io lda,ADVERTISER_MISMATCH,mismatch,0.31
30,resultsd,cleaning,keywords,0.5,Etusivu - Puhtosin - Siivouspalveluja kotitalouksille ja yri,puhtosin.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Puhtosin Oy,LIVE_CONFIRMED,match,1.00
30,resultsd,plumbing,keywords,0.5,Etusivu,piirosto.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Piirosto Oy,ADVERTISER_MISMATCH,mismatch,0.13
30,resultsd,,none,0.0,www.Suomen Pumppaamo-Muovitekniikka Oy.fi,spm-tekniikka.fi,C_ads_ok_site,,,,True,True,False,0,,,,,,True,Teemu Aleksi Suhonen,ADVERTISER_MISMATCH,mismatch,0.34
30,resultsd,,none,0.0,Viemäriremontti Keski-Suomi | Suunnittelu- ja konsultointi,suomenputkitaso.fi,C_ads_ok_site,,,,True,True,False,0,,,,,,True,Suomen Putkitaso Oy,ADVERTISER_MISMATCH,mismatch,0.42
30,resultsd,cleaning,keywords,0.5,Siivouspalvelut yrityksille ja kiinteistöille | Tasolaiset O,tasolaiset.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Tasolaiset Oy,LIVE_CONFIRMED,match,0.91
30,resultsd,,none,0.0,Isännöintipalvelu Terwa - Paikallista isännöintiä Oulussa,terwaisannointi.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Isännöintipalvelu Terwa,LIVE_CONFIRMED,match,1.00
30,resultsd,hvac,keywords,0.65,Ilmalämpöpumppu Pori ja Satakunta - Teljän Energia- ja Kiint,teljanet.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Teljän energiatekniikka,LIVE_CONFIRMED,match,0.74
30,resultsd,cleaning,keywords,0.5,Siivouspalvelu Teho+ - Siivouspalvelu Turku,tehoplus.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Siivouspalvelu Teho+,LIVE_CONFIRMED,match,1.00
30,resultsd,,none,0.0,Etusivu | vapaa-aika.com,vapaa-aika.com,C_ads_ok_site,,,,True,True,False,0,,,,,,True,Vapaa-ajan tarviketalo AK&Co Oy,ADVERTISER_MISMATCH,mismatch,0.56
30,resultsd,plumbing,keywords,0.5,Vaaratek LVI-suunnittelupalvelut,vaaratek.fi,C_ads_ok_site,,,,True,True,False,0,,,,,,True,Vaaratek,LIVE_CONFIRMED,match,0.90
30,resultsd,,none,0.0,Veneveistamo-veneva,veneva.fi,C_ads_ok_site,,,,True,True,False,0,,,,,,True,Fonecta Oy,LIVE_CONFIRMED,likely_agency,0.31
30,resultsd,,none,0.0,Energiasuunnittelun ja elinkaariajattelun edelläkävijä | Ves,vesitaito.fi,C_ads_ok_site,,,,True,True,False,0,,wordpress,,,,True,Insinööritoimisto Vesitaito Oy,ADVERTISER_MISMATCH,mismatch,0.28
24,resultsd,,none,0.0,Akku-Teho Marine Oy - Kaikkea veneilyyn,akkuteho.fi,A_ads_weak_site,,,,False,False,True,2,"no_h1,slow_response",,,,,True,Akku-Teho Marine Oy,LIVE_CONFIRMED,match,1.00
24,resultsd,cleaning,keywords,0.5,Siivouspalveluita Vantaan lähialueilla - Sii­vous­pal­ve­lut,siivouspalvelutloytty.fi,A_ads_weak_site,,,,False,False,True,2,"stale_copyright,slow_response",wordpress,,,,True,Siivouspalvelut Löytty,LIVE_CONFIRMED,match,0.90
24,resultsd,,none,0.0,Laatu alkaa suunnittelusta │ WB-Sails,wb-sails.fi,A_ads_weak_site,,,,False,False,True,2,"no_h1,stale_copyright",wordpress,,,,True,WB-Sails Ltd Oy,LIVE_CONFIRMED,match,0.90
18,resultsd,,none,0.0,Lahden Isännöitsijätoimisto Oy - Asumisen asialla – Lahti,lit.fi,C_ads_ok_site,,,,False,False,True,1,slow_response,wordpress,,,,True,Lahden Isännöitsijätoimisto Oy,LIVE_CONFIRMED,match,1.00
18,resultsd,accounting,keywords,0.5,"TaloKompassi Oy - Isännöintiä Helsingissä, Espoossa ja Vanta",talokompassi.fi,C_ads_ok_site,,,,False,False,True,1,slow_response,squarespace,,,,True,Talokompassi Oy,LIVE_CONFIRMED,match,1.00
18,resultsd,cleaning,keywords,0.5,"Siivous, muuttosiivous, ylläpitosiivous | Tampere | Siivousy",siivousystavat.fi,C_ads_ok_site,,,,False,False,True,1,slow_response,,,,,True,Johanna Oksanen,ADVERTISER_MISMATCH,mismatch,0.18
